Date;Team_Home;Team_Away;League;Class_Home;Class_Away;Home_Prediction;Draw_Prediction;Away_Prediction;Odd_Home;Odd_Draw;Odd_Away;Result;_Double result;Goals
2023-10-22;Sassuolo;Lázio;Itália 1;12;13;36;26;39;2,62;3,52;2,48;Away;Draw_Away;Two
2023-10-22;Aston Villa;West Ham;Inglaterra 1;5;7;42;28;30;1,86;3,77;3,77;Home;Home_Draw;More_Two
2023-10-22;Chelsea;Arsenal;Inglaterra 1;11;2;31;25;44;3,30;3,30;2,36;Draw;Draw_Away;More_Two
2023-10-24;Benfica;Real Sociedad;UEFA Champions League;3;1;54;24;22;2,23;3,38;3,27;Away;Away_Home;One
2023-10-24;Antwerpia;Porto;UEFA Champions League;8;2;34;26;39;3,38;3,32;1,95;Away;Draw_Away;More_Two
2023-10-24;Braga;Real Madrid;UEFA Champions League;4;2;36;24;40;5,75;4,73;1,38;Away;Draw_Away;More_Two
2023-10-24;Sevilha;Arsenal;UEFA Champions League;3;2;29;26;45;4,57;3,68;1,62;Away;Draw_Away;More_Two
2023-10-24;Feyenoord;Lázio;UEFA Champions League;3;2;63;20;16;1,85;3,58;3,45;Home;Home_Draw;More_Two
2023-10-24;Union Berlim;Nápoles;UEFA Champions League;4;4;23;24;53;3,32;3,38;1,95;Away;Draw_Away;One
2023-10-24;Newcastle;Dortmund;UEFA Champions League;1;2;43;23;34;1,60;3,80;4,55;Away;Away_Home;One
2023-10-24;Leipzig;Estrela Vermelha;UEFA Champions League;4;5;44;23;32;1,20;6,00;9,10;Home;Home_Draw;More_Two
2023-10-24;Celtic;Atlético Madrid;UEFA Champions League;4;3;28;24;49;3,63;3,50;1,82;Draw;Draw_Away;More_Two
2023-10-24;Raków;Sporting;UEFA Europa League;3;3;21;23;57;4,23;3,67;1,72;Draw;Draw_Away;Two
2023-10-24;Olympiacos;West Ham;UEFA Europa League;5;2;16;20;64;3,13;3,45;2,08;Home;Away_Home;More_Two
2023-10-24;Sturm Graz;Atalanta;UEFA Europa League;2;1;34;26;40;3,63;3,47;1,90;Draw;Draw_Away;More_Two
2023-10-24;Panathinaikos;Rennes;UEFA Europa League;1;2;38;26;36;2,61;3,20;2,53;Away;Draw_Away;More_Two
2023-10-24;Paris Saint Germain;Milan;UEFA Champions League;5;1;49;24;27;1,69;3,58;4,18;Home;Home_Draw;More_Two
2023-10-28;Benfica;Casa Pia;Portugal 1;2;10;70;18;11;1,16;6,40;15,25;Draw;Home_Draw;Two
2023-10-28;Vizela;Porto;Portugal 1;16;3;19;23;58;6,70;4,63;1,36;Away;Draw_Away;Two
2023-10-28;Gil Vicente;Braga;Portugal 1;9;4;24;22;54;4,20;4,08;1,62;Draw;Draw_Away;More_Two
2023-10-28;Portimonense;Estoril;Portugal 1;12;18;28;25;48;2,45;3,25;2,60;Home;Home_Draw;One
2023-10-28;Guimarães;Desp. Chaves;Portugal 1;5;14;45;27;28;1,60;3,87;4,65;Home;Home_Draw;More_Two
2023-10-28;Rio Ave;Farense;Portugal 1;17;13;48;26;26;2,31;3,35;2,96;Away;Away_Home;More_Two
2023-10-28;Estrela Amadora;Famalicão;Portugal 1;11;8;31;27;43;2,43;3,23;2,86;Home;Home_Draw;One
2023-10-28;Maritimo;Tondela;Portugal 2;2;10;52;24;24;1,57;3,77;5,10;Draw;Home_Draw;More_Two
2023-10-28;Oliveirense;Leiria;Portugal 2;7;11;27;25;48;2,60;3,42;2,36;Away;Draw_Away;More_Two
2023-10-28;Inter;Roma;Itália 1;1;7;51;25;24;1,54;3,70;5,25;Home;Home_Draw;One
2023-10-28;Nápoles;Milan;Itália 1;4;2;52;23;25;2,09;3,20;3,13;Draw;Home_Draw;More_Two
2023-10-28;Athletic Bilbau;Valência;Espanha 1;6;8;53;26;22;1,55;3,65;5,25;Draw;Home_Draw;More_Two
2023-10-28;Manchester United;Manchester City;Inglaterra 1;8;2;36;23;41;4,55;3,72;1,61;Away;Draw_Away;More_Two
2023-10-28;Barcelona;Real Madrid;Espanha 1;3;2;46;23;31;2,47;3,55;2,61;Away;Away_Home;More_Two
2023-11-02;Arouca;Benfica;Portugal Taça da Liga;7;4;26;27;47;7,05;4,65;1,31;Away;Draw_Away;Two
2023-11-02;Braga;Casa Pia;Portugal Taça da Liga;8;5;71;18;11;1,27;4,90;8,00;Draw;Home_Draw;Two
2023-11-02;Sporting;Farense;Portugal Taça da Liga;5;9;67;19;14;1,20;4,75;8,25;Home;Home_Draw;More_Two
2023-11-02;West Ham;Arsenal;Inglaterra Taça da Liga;10;5;26;24;50;2,95;3,13;1,99;Home;Away_Home;More_Two
2023-11-02;Bournemouth;Liverpool;Inglaterra Taça da Liga;10;3;22;21;57;4,97;3,98;1,42;Away;Draw_Away;More_Two
2023-11-02;Chelsea;Blackburn Rovers;Inglaterra Taça da Liga;5;3;47;24;30;1,18;5,70;9,00;Home;Home_Draw;Two
2023-11-02;Everton;Burnley;Inglaterra Taça da Liga;5;12;38;26;35;1,76;3,23;3,53;Home;Home_Draw;More_Two
2023-11-02;Ipswich Town;Fulham;Inglaterra Taça da Liga;5;7;19;20;61;2,96;3,23;1,95;Away;Draw_Away;More_Two
2023-11-02;Bahia;Fluminense;Brasil 1;15;8;46;26;29;1,45;3,87;5,80;Home;Home_Draw;One
2023-11-02;Coritiba;Grémio;Brasil 1;19;4;33;25;41;2,83;3,37;2,13;Away;Draw_Away;More_Two
2023-11-02;Atlético Mineiro;Fortaleza;Brasil 1;6;9;55;26;19;1,67;3,25;4,12;Home;Home_Draw;More_Two
2023-11-02;Botafogo;Palmeiras;Brasil 1;1;2;39;28;33;2,67;2,90;2,33;Away;Draw_Away;More_Two
2023-11-02;Cuiabá;Vasco da Gama;Brasil 1;10;18;49;27;24;2,12;2,84;3,07;Away;Away_Home;Two
2023-11-02;Manchester United;Newcastle;Inglaterra Taça da Liga;8;7;41;25;34;1,96;3,15;3,00;Away;Away_Home;More_Two
2023-11-05;Desp. Chaves;Benfica;Portugal 1;15;2;13;17;70;8,90;5,85;1,24;Away;Draw_Away;Two
2023-11-05;Sporting;Estrela Amadora;Portugal 1;1;9;73;14;7;1,17;6,35;10,25;Home;Home_Draw;More_Two
2023-11-05;Famalicão;Gil Vicente;Portugal 1;8;11;40;26;34;2,03;3,32;3,27;Home;Home_Draw;More_Two
2023-11-05;Braga;Portimonense;Portugal 1;5;10;64;20;16;1,21;5,90;9,55;Home;Home_Draw;More_Two
2023-11-05;Casa Pia;Vizela;Portugal 1;12;17;40;28;32;2,03;3,20;3,28;Away;Away_Home;One
2023-11-05;Moreirense;Guimarães;Portugal 1;7;4;37;26;37;2,47;3,18;2,56;Home;Home_Draw;One
2023-11-05;Rio Ave;Boavista;Portugal 1;18;6;39;26;36;2,52;3,18;2,51;Home;Away_Home;Two
2023-11-05;Nacional;Santa Clara;Portugal 2;4;3;41;26;34;2,63;3,13;2,38;Draw;Draw_Away;Two
2023-11-05;Tondela;Torreense;Portugal 2;12;7;48;26;26;2,25;3,15;2,79;Away;Away_Home;More_Two
2023-11-05;Benfica B;Penafiel;Portugal 2;14;15;40;27;33;2,13;3,32;2,87;Home;Home_Draw;One
2023-11-05;Atalanta;Inter;Itália 1;4;1;36;27;37;3,27;3,35;2,02;Away;Draw_Away;More_Two
2023-11-05;Fiorentina;Juventus;Itália 1;7;2;51;24;25;2,73;3,10;2,38;Away;Draw_Away;One
2023-11-05;Real Sociedade;Barcelona ;Espanha 1;5;4;27;24;50;3,05;3,30;2,13;Away;Draw_Away;One
2023-11-05;Dortmund;Bayern Munique;Alemanha 1;4;2;35;23;42;3,45;4,00;1,78;Away;Draw_Away;More_Two
2023-11-09;Real Sociedade;Benfica;UEFA Champions League;2;8;61;21;18;1,65;3,90;4,82;Home;Home_Draw;More_Two
2023-11-09;Porto;Antwerp;UEFA Champions League;5;16;59;22;19;1,31;5,10;9,00;Home;Home_Draw;Two
2023-11-09;Real Madrid;Braga;UEFA Champions League;4;9;55;22;22;1,19;6,65;11,00;Home;Home_Draw;More_Two
2023-11-09;Lázio;Feyenoord;UEFA Champions League;8;5;34;25;41;2,53;3,32;2,68;Home;Home_Draw;One
2023-11-09;Bayern Munique;Galatasaray;UEFA Champions League;6;9;54;21;25;1,16;7,65;11,50;Home;Home_Draw;More_Two
2023-11-09;Salzburg;Inter;UEFA Champions League;7;4;30;25;44;5,40;4,18;1,53;Away;Draw_Away;One
2023-11-09;Copenhaga;Manchester United;UEFA Champions League;9;10;29;24;47;4,30;3,83;1,70;Home;Away_Home;More_Two
2023-11-09;Arsenal;Sevilha;UEFA Champions League;4;8;59;20;21;1,27;5,55;8,85;Home;Home_Draw;Two
2023-11-09;PSV Eindhoven;Lens;UEFA Champions League;11;5;56;21;22;1,68;3,93;4,35;Home;Home_Draw;One
2023-11-09;Sporting;Raków;UEFA Europa League;6;8;73;16;11;1,23;5,30;9,15;Home;Home_Draw;More_Two
2023-11-09;AEK Atenas;Marselha;UEFA Europa League;8;7;39;25;36;2,33;3,33;2,63;Away;Away_Home;Two
2023-11-09;Rangers;Sparta Praga;UEFA Europa League;5;6;51;24;25;1,97;3,35;3,30;Home;Home_Draw;More_Two
2023-11-09;Ajax;Brighton;UEFA Europa League;10;8;23;20;57;3,90;4,10;1,64;Away;Draw_Away;Two
2023-11-09;Milan;Paris Saint Germain;UEFA Champions League;7;5;37;25;38;2,91;3,50;2,27;Home;Away_Home;More_Two
2023-11-07;Shakhtar Donetsk;Barcelona ;UEFA Champions League;10;2;22;22;56;8,55;5,25;1,23;Home;Away_Home;One
2023-11-07;Dortmund;Newcastle;UEFA Champions League;4;5;42;23;35;2,58;3,00;2,51;Home;Away_Home;Two
2023-11-07;Atletico Madrid;Celtic;UEFA Champions League;7;10;46;23;30;1,34;5,15;7,75;Home;Home_Draw;More_Two
2023-11-07;Estrela Vermelha;Leipzig;UEFA Champions League;12;7;38;23;40;5,10;4,55;1,53;Away;Draw_Away;More_Two
2023-11-07;Manchester City;Young Boys;UEFA Champions League;4;11;64;19;18;1,06;11,25;26,50;Home;Home_Draw;More_Two
2023-11-08;Nápoles;União Berlim;UEFA Champions League;6;9;60;21;20;1,36;4,68;7,50;Draw;Home_Draw;Two
2023-11-12;Benfica;Sporting;Portugal 1;2;1;39;24;37;2,18;3,48;3,00;Home;Home_Draw;More_Two
2023-11-12;Guimarães;Porto;Portugal 1;5;3;23;25;52;4,90;3,87;1,62;Away;Draw_Away;More_Two
2023-11-12;Portimonense;Desp. Chaves;Portugal 1;11;17;33;27;40;2,34;3,35;2,83;Home;Home_Draw;More_Two
2023-11-12;Estrela Amadora;Moreirense;Portugal 1;10;6;29;27;45;2,60;3,25;2,58;Away;Draw_Away;One
2023-11-12;Vizela;Famalicão;Portugal 1;15;7;36;27;36;2,43;3,15;2,84;Draw;Home_Draw;Zero
2023-11-12;Boavista;Farense;Portugal 1;8;9;47;24;29;1,95;3,62;3,42;Away;Away_Home;More_Two
2023-11-12;Gil Vicente;Rio Ave;Portugal 1;12;16;42;24;33;1,95;3,48;3,57;Draw;Home_Draw;Two
2023-11-12;Arouca;Braga;Portugal 1;18;4;23;23;54;5,15;4,38;1,52;Away;Draw_Away;One
2023-11-12;Oliveirense;Paços de Ferreira;Portugal 2;8;10;28;25;47;2,98;3,48;2,09;Draw;Draw_Away;Zero
2023-11-12;Torreense;Mafra;Portugal 2;6;9;41;27;32;2,15;3,30;3,02;Draw;Home_Draw;Zero
2023-11-12;Académico Viseu;Benfica B;Portugal 2;16;12;50;23;27;1,99;3,45;3,25;Home;Home_Draw;One
2023-11-12;Lázio;Roma;Itália 1;10;7;44;28;28;2,92;3,00;2,53;Draw;Draw_Away;Zero
2023-11-12;Sevilha;Real Betis;Espanha 1;15;6;44;26;30;2,08;3,53;3,27;Draw;Home_Draw;Two
2023-11-12;Chelsea;Manchester City;Inglaterra 1;10;1;24;23;53;4,93;3,78;1,66;Draw;Draw_Away;More_Two
2023-11-16;Liechtenstein;Portugal;Euro;31;3;0;1;99;46,50;47,50;1,01;Away;Draw_Away;Two
2023-11-16;Geórgia;Escócia;Euro;17;5;15;18;68;3,22;3,20;2,10;Draw;Draw_Away;More_Two
2023-11-16;Azerbaijão;Suécia;Euro;16;12;27;26;47;6,65;4,25;1,40;Home;Draw_Away;More_Two
2023-11-16;Montenegro;Lituânia;Euro;11;16;62;24;15;1,27;4,90;9,25;Home;Home_Draw;Two
2023-11-16;Eslováquia;Islândia;Euro;7;14;45;27;28;1,65;3,55;4,72;Home;Home_Draw;More_Two
2023-11-16;Luxemburgo;Bósnia;Euro;21;18;31;26;44;2,68;3,33;2,35;Home;Draw_Away;More_Two
2023-11-16;Moldávia;Albânia;Euro;10;4;24;25;51;4,40;3,27;1,73;Draw;Draw_Away;Two
2023-11-16;Finlândia;Irlanda do Norte;Euro;13;14;43;27;30;1,87;3,40;4,13;Home;Home_Draw;More_Two
2023-11-16;Dinamarca;Eslovénia;Euro;9;7;65;21;14;1,51;3,90;6,20;Home;Home_Draw;More_Two
2023-11-16;Venezuela;Equador;Conmebol Mundial;6;9;35;38;27;3,05;3,05;2,25;Draw;Draw_Away;Zero
2023-11-16;Argentina;Uruguai;Conmebol Mundial;1;7;48;35;17;1,51;3,87;5,55;Away;Home_Draw;Two
2023-11-16;Colômbia;Brasil;Conmebol Mundial;7;7;21;42;37;3,10;3,15;2,18;Home;Draw_Away;More_Two
2023-11-16;Chile;Paraguai;Conmebol Mundial;14;9;41;27;32;1,82;3,20;4,20;Draw;Home_Draw;Zero
2023-11-16;Polónia ;Chéquia;Euro;12;7;39;28;33;2,39;2,94;2,85;Draw;Home_Draw;Two
2023-11-27;Al Duhail;Istiqlol Dushanbe;Asia Champions League;2;4;53;22;26;1,29;5,75;10,00;Home;Home_Draw;Two
2023-11-27;Jong AZ;Groningen;Países Baixos 2;4;2;35;24;41;3,50;3,80;1,95;Away;Draw_Away;More_Two
2023-11-27;Al Sharjah;Al Sadd;Asia Champions League;2;3;37;23;40;2,50;3,60;2,75;Away;Away_Home;Two
2023-11-27;Sepahan;Al Quwa Al Jawiya;Asia Champions League;2;4;55;25;20;1,55;4,00;6,00;Home;Home_Draw;One
2023-11-28;Barnsley;Wycombe Wanderers;Inglaterra 3;7;15;56;22;21;1,91;3,50;4,00;Home;Home_Draw;One
2023-11-28;Blackpool;Northampton Town;Inglaterra 3;8;13;55;23;22;1,50;4,33;6,50;Away;Away_Home;More_Two
2023-11-28;Mansfield Town;Tranmere Rovers;Inglaterra 4;4;22;67;19;14;1,33;5,00;8,50;Draw;Away_Home;More_Two
2023-11-28;Doncaster Rovers;Colchester United;Inglaterra 4;17;21;49;24;27;2,00;3,40;3,80;Home;Home_Draw;More_Two
2023-11-28;Young Boys;Estrela Vermelha;UEFA Champions League;3;4;31;20;49;2,10;3,80;3,20;Home;Home_Draw;Two
2023-11-29;Galatasaray;Manchester United;UEFA Champions League;3;4;45;23;32;2,70;3,60;2,45;Draw;Draw_Away;More_Two
2023-11-29;Sevilha;PSV;UEFA Champions League;4;2;29;25;47;2,80;3,60;2,38;Away;Draw_Away;More_Two
2023-11-29;Ipswich Town;Millwall;Inglaterra 2;2;19;44;26;30;1,65;4,00;5,00;Home;Home_Draw;More_Two
2023-11-29;Real Madrid;Nápoles;UEFA Champions League;1;2;49;25;26;1,75;4,20;4,00;Home;Home_Draw;More_Two
2023-11-30;Abha;Al Ahli;Arábia Saudita 1;15;3;29;24;46;6,00;4,50;1,44;Away;Draw_Away;More_Two
2023-11-30;Rangers;Aris Salonica;UEFA Europa League;2;4;77;14;9;1,33;5,25;8,50;Draw;Home_Draw;Two
2023-11-30;Freiburg;Olympiakos FC;UEFA Europa League;1;3;40;27;33;1,75;3,80;4,33;Home;Home_Draw;More_Two
2023-11-30;Bodo / Glimt;Lugano;UEFA Conference League;2;3;65;18;16;1,36;5,00;7,00;Home;Home_Draw;More_Two
2023-11-30;AZ Alkmar;Zrinjski;UEFA Conference League;4;3;75;16;9;1,29;6,00;9,00;Home;Home_Draw;One
2025-01-14;Farense;Benfica;Portugal Taça;5;4;8;15;77;9,75;5,20;1,27;Away;Draw_Away;More_Two
2025-01-14;Marselha;Lille;França T;3;4;42;26;32;2,00;3,40;3,70;Draw;Home_Draw;Two
2025-01-14;Nottingam Forest;Liverpool;Inglaterra 1;3;1;20;21;59;5,25;4,10;1,62;Draw;Draw_Away;Two
2025-01-15;Everton;Aston Villa;Inglaterra 1;16;8;29;27;44;3,30;3,20;2,30;Away;Draw_Away;One
2025-01-15;Leicester City;Crystal Palace;Inglaterra 1;19;15;31;24;44;4,00;3,60;1,90;Away;Draw_Away;Two
2025-01-15;Union Berlim;Augsburgo;Alemanha 1;12;13;44;26;30;1,83;3,50;4,50;Away;Away_Home;Two
2025-01-15;Inter Milao;Bolonha;Itália 1;2;7;64;21;15;1,48;4,20;7,00;Draw;Home_Draw;More_Two
2025-01-15;Brest ;Nantes;França T;4;7;46;26;29;2,10;3,20;3,60;Home;Home_Draw;More_Two
2025-01-15;Troyes;Rennes;França T;4;7;31;26;43;4,50;3,60;1,73;Home;Away_Home;One
2025-01-15;Newcastle;Wolves;Inglaterra 1;5;17;71;17;12;1,38;5,25;8,00;Home;Home_Draw;More_Two
2025-01-15;Estugarda;Leipzig;Alemanha 1;7;4;61;20;19;1,95;3,90;3,40;Home;Home_Draw;More_Two
2025-01-15;Arsenal;Tottenham;Inglaterra 1;2;12;59;20;20;1,44;5,00;6,25;Home;Home_Draw;More_Two
2025-01-16;Ipswich Town;Brighton;Inglaterra 1;18;10;30;22;47;4,10;3,80;1,85;Away;Draw_Away;Two
2025-01-16;Manchester United;Southampton;Inglaterra 1;13;20;64;19;17;1,30;6,00;8,50;Home;Home_Draw;More_Two
2025-01-18;Rio Ave;Sporting;Portugal 1;10;1;12;18;70;10,00;5,75;1,27;Away;Draw_Away;More_Two
2025-01-18;Gil Vicente;Porto;Portugal 1;11;2;23;25;52;7,50;4,50;1,40;Home;Away_Home;More_Two
2025-01-18;Estrela Amadora;Braga;Portugal 1;14;4;24;24;52;4,75;3,80;1,67;Away;Draw_Away;One
2025-01-18;Guimarães;Arouca;Portugal 1;6;16;49;25;26;1,60;3,80;5,50;Draw;Home_Draw;More_Two
2025-01-18;Santa Clara;Estoril;Portugal 1;5;12;53;25;21;1,70;3,40;5,25;Away;Away_Home;More_Two
2025-01-18;Moreirense;Farense;Portugal 1;8;17;40;28;32;1,90;3,20;4,33;Draw;Home_Draw;Zero
2025-01-18;Nacional;Aves ;Portugal 1;13;15;40;26;34;2,10;3,20;3,60;Home;Home_Draw;More_Two
2025-01-18;Feirense;Torreense;Portugal 2;9;4;33;29;37;2,55;3,00;2,90;Draw;Home_Draw;Two
2025-01-18;Vizela;Leiria;Portugal 2;12;7;45;26;28;2,10;3,25;3,60;Home;Home_Draw;One
2025-01-18;Paços de Ferreira;Mafra;Portugal 2;15;16;49;25;26;2,38;3,20;3,00;Home;Home_Draw;More_Two
2025-01-18;Arsenal;Aston Villa;Inglaterra 1;3;8;73;17;11;1,48;4,50;6,00;Draw;Home_Draw;More_Two
2025-01-18;Manchester United;Brighton;Inglaterra 1;14;11;44;22;34;2,00;3,60;3,40;Away;Away_Home;More_Two
2025-01-18;Atalanta;Nápoles;Itália 1;3;1;46;26;29;2,20;3,30;3,25;Away;Away_Home;More_Two
2025-01-18;Juventus;Milan;Itália 1;5;7;40;26;34;2,15;3,25;3,40;Home;Home_Draw;Two
2025-01-21;Benfica;Barcelona ;UEFA Champions League;15;2;19;21;61;3,40;4,10;1,95;Away;Away_Home;More_Two
2025-01-21;Atletico Madrid;Leverkusen;UEFA Champions League;11;4;49;25;26;2,40;3,25;3,00;Home;Away_Home;More_Two
2025-01-21;Bolonha;Dortmund;UEFA Champions League;33;9;31;25;44;3,40;3,50;2,10;Home;Away_Home;More_Two
2025-01-21;Club Brugge;Juventus;UEFA Champions League;19;14;30;26;45;3,30;3,25;2,25;Draw;Draw_Away;Zero
2025-01-21;Estrela Vermelha;PSV;UEFA Champions League;31;23;25;20;55;4,10;4,20;1,73;Away;Away_Home;More_Two
2025-01-21;Liverpool;Lille;UEFA Champions League;1;8;63;21;16;1,30;5,50;10,00;Home;Home_Draw;More_Two
2025-01-21;Slovan Bratislava;Estugarda;UEFA Champions League;35;26;20;20;60;10,00;6,50;1,25;Away;Draw_Away;More_Two
